,Date,Time,Origin,Destination,NbSegments,Seg1Date,Seg2Date,Flag
281,2013-01-01,03:25:57,SAO,REC,2,2013-01-04 00:00:00,2013-01-13 00:00:00,0
282,2013-01-01,01:25:25,PAR,RAK,2,2013-03-06 00:00:00,2013-03-13 00:00:00,0
283,2013-01-01,17:31:38,ZRH,YVR,2,2013-09-04 00:00:00,2013-09-25 00:00:00,0
284,2013-01-01,20:29:58,YYC,PEK,2,2013-05-05 00:00:00,2013-05-23 00:00:00,0
285,2013-01-01,21:29:43,STL,PHX,1,2013-04-17 00:00:00,,0
286,2013-01-01,02:57:06,LAX,CDG,2,2013-02-24 00:00:00,2013-03-26 00:00:00,0
287,2013-01-01,12:14:20,CEB,FRA,1,2013-01-22 00:00:00,,0
288,2013-01-01,23:27:26,TOS,LPA,2,2013-01-31 00:00:00,2013-02-10 00:00:00,0
289,2013-01-01,18:31:12,CGN,NAP,1,2013-01-08 00:00:00,,0
290,2013-01-01,15:16:04,BEL,RIO,1,2013-01-17 00:00:00,,0
291,2013-01-01,22:29:26,BHX,ZRH,2,2013-01-12 00:00:00,2013-01-15 00:00:00,0
292,2013-01-01,17:56:30,PIS,MRS,2,2013-05-03 00:00:00,2013-05-06 00:00:00,0
293,2013-01-01,14:44:39,PSP,PHL,2,2013-06-15 00:00:00,2013-06-22 00:00:00,0
294,2013-01-01,11:47:22,DOH,THR,2,2013-01-03 00:00:00,2013-01-07 00:00:00,0
295,2013-01-01,06:12:21,CPH,STR,1,2013-04-17 00:00:00,,0
296,2013-01-01,15:33:21,RIO,FCO,2,2013-02-08 00:00:00,2013-02-25 00:00:00,0
297,2013-01-01,20:17:41,TIA,FDF,1,2013-08-25 00:00:00,,0
298,2013-01-01,10:06:22,ZRH,LPL,2,2013-05-05 00:00:00,2013-05-18 00:00:00,0
299,2013-01-01,03:40:54,MIA,LHR,1,2013-01-18 00:00:00,,0
300,2013-01-01,13:22:49,OSL,LAX,2,2013-01-03 00:00:00,2013-01-05 00:00:00,0
301,2013-01-01,17:39:18,RSW,MNL,2,2013-01-03 00:00:00,2013-01-17 00:00:00,0
302,2013-01-01,15:57:30,DEL,COK,1,2013-02-17 00:00:00,,0
303,2013-01-01,09:08:34,BOG,MDE,1,2013-01-02 00:00:00,,0
304,2013-01-01,02:11:47,SHA,WAW,2,2013-01-16 00:00:00,2013-01-23 00:00:00,0
305,2013-01-01,14:57:19,FRA,HKT,2,2013-09-27 00:00:00,2013-10-12 00:00:00,0
306,2013-01-01,13:25:48,MIL,DEL,2,2013-08-10 00:00:00,2013-08-24 00:00:00,0
307,2013-01-01,08:34:39,NUE,PMI,2,2013-04-04 00:00:00,2013-04-11 00:00:00,0
308,2013-01-01,08:13:25,HOU,TPE,2,2013-02-19 00:00:00,2013-03-04 00:00:00,0
309,2013-01-01,02:43:30,FMM,SSH,2,2013-07-18 00:00:00,2013-07-31 00:00:00,0
310,2013-01-01,17:08:20,YEG,HNL,2,2013-02-02 00:00:00,2013-02-10 00:00:00,0
311,2013-01-01,15:52:19,YTO,JNB,2,2013-01-07 00:00:00,2013-02-04 00:00:00,0
312,2013-01-01,16:44:05,FRA,JFK,2,2013-05-05 00:00:00,2013-05-12 00:00:00,0
313,2013-01-01,18:29:10,NYC,CMN,2,2013-01-07 00:00:00,2013-02-28 00:00:00,0
314,2013-01-01,08:51:39,HAJ,IST,2,2013-02-23 00:00:00,2013-03-02 00:00:00,0
315,2013-01-01,02:05:23,HYD,DEL,1,2013-02-13 00:00:00,,0
316,2013-01-01,11:44:49,ZAZ,ROM,2,2013-01-01 00:00:00,2013-01-08 00:00:00,0
317,2013-01-01,22:14:33,BOS,IAH,1,2013-01-29 00:00:00,,0
318,2013-01-01,22:01:47,FRA,CTA,2,2013-04-22 00:00:00,2013-04-28 00:00:00,0
319,2013-01-01,12:54:03,MRS,TUN,2,2013-08-09 00:00:00,2013-08-29 00:00:00,0
320,2013-01-01,18:50:50,KRK,FRA,2,2013-03-03 00:00:00,2013-03-06 00:00:00,0
321,2013-01-01,18:33:32,MAD,PAR,2,2013-02-14 00:00:00,2013-02-17 00:00:00,0
322,2013-01-01,14:52:58,MUC,BCN,1,2013-08-01 00:00:00,,0
323,2013-01-01,09:59:31,DMM,JED,1,2013-01-16 00:00:00,,0
324,2013-01-01,17:54:25,HEL,LON,1,2013-03-31 00:00:00,,0
325,2013-01-01,21:22:30,TIJ,AGU,2,2013-01-03 00:00:00,2013-01-12 00:00:00,0
326,2013-01-01,13:38:33,CPH,EWR,2,2013-06-18 00:00:00,2013-07-03 00:00:00,0
327,2013-01-01,10:45:48,MNL,BOM,1,2013-01-18 00:00:00,,0
328,2013-01-01,03:27:06,JFK,TLV,2,2013-03-21 00:00:00,2013-04-19 00:00:00,0
329,2013-01-01,22:10:28,NCL,SYD,4,2013-02-09 00:00:00,2013-02-09 00:00:00,0
330,2013-01-01,14:31:46,NYC,PUJ,2,2013-03-18 00:00:00,2013-03-24 00:00:00,0
331,2013-01-01,18:36:22,PRG,AMS,2,2013-05-29 00:00:00,2013-05-29 00:00:00,0
332,2013-01-01,19:08:03,BNA,OGG,2,2013-04-18 00:00:00,2013-04-25 00:00:00,0
333,2013-01-01,15:34:49,ESB,STO,1,2013-07-21 00:00:00,,0
334,2013-01-01,01:00:54,YYJ,BGI,2,2013-04-15 00:00:00,2013-04-26 00:00:00,0
335,2013-01-01,16:18:46,YMQ,PRG,2,2013-08-22 00:00:00,2013-11-20 00:00:00,0
336,2013-01-01,15:12:07,PHL,SJD,2,2013-02-11 00:00:00,2013-02-21 00:00:00,0
337,2013-01-01,11:10:13,HAM,DEL,2,2013-01-07 00:00:00,2013-01-30 00:00:00,0
338,2013-01-01,18:56:13,ORD,FRA,2,2013-01-16 00:00:00,2013-01-22 00:00:00,0
339,2013-01-01,20:22:29,MRS,SGN,2,2013-05-04 00:00:00,2013-06-06 00:00:00,0
340,2013-01-01,17:46:35,MUC,CPT,4,2013-08-12 00:00:00,2013-08-13 00:00:00,0
341,2013-01-01,08:59:25,CVG,PAR,2,2013-01-15 00:00:00,2013-01-22 00:00:00,0
342,2013-01-01,13:28:46,GVA,LEJ,2,2013-01-01 00:00:00,2013-01-03 00:00:00,0
343,2013-01-01,19:19:29,SOF,ROM,1,2013-01-04 00:00:00,,0
344,2013-01-01,19:01:35,MUC,SFO,1,2013-01-07 00:00:00,,0
345,2013-01-01,18:44:19,VGO,ACE,1,2013-04-06 00:00:00,,0
346,2013-01-01,15:14:11,DUS,WAW,2,2013-01-15 00:00:00,2013-01-27 00:00:00,0
347,2013-01-01,19:03:20,GOT,ZAD,2,2013-01-25 00:00:00,2013-01-28 00:00:00,0
348,2013-01-01,23:16:18,MIL,NYC,2,2013-04-10 00:00:00,2013-07-03 00:00:00,0
349,2013-01-01,21:39:19,HKG,MNL,2,2013-02-09 00:00:00,2013-02-15 00:00:00,0
350,2013-01-01,18:57:26,HAJ,NCL,1,2013-03-03 00:00:00,,0
351,2013-01-01,16:37:44,CPH,BKK,2,2013-06-17 00:00:00,2013-06-27 00:00:00,0
352,2013-01-01,20:26:59,NUE,HAJ,2,2013-01-19 00:00:00,2013-01-23 00:00:00,0
353,2013-01-01,22:47:40,YYZ,PAR,2,2013-03-15 00:00:00,2013-03-23 00:00:00,0
354,2013-01-01,18:50:04,HAM,STO,2,2013-06-18 00:00:00,2013-06-29 00:00:00,0
355,2013-01-01,16:05:09,VIE,AMS,2,2013-01-18 00:00:00,2013-01-27 00:00:00,0
356,2013-01-01,13:52:55,TXL,DUS,2,2013-04-26 00:00:00,2013-04-28 00:00:00,0
357,2013-01-01,14:21:03,MOW,LON,1,2013-10-05 00:00:00,,0
358,2013-01-01,19:04:35,LPL,ALC,2,2013-03-10 00:00:00,2013-03-15 00:00:00,0
359,2013-01-01,21:55:46,PAR,CLT,2,2013-02-10 00:00:00,2013-02-24 00:00:00,0
360,2013-01-01,23:59:58,AUA,NYC,1,2013-01-27 00:00:00,,0
361,2013-01-01,22:31:21,DOK,HRK,2,2013-01-04 00:00:00,2013-01-06 00:00:00,0
362,2013-01-01,02:01:14,MXP,DAC,4,2013-02-26 00:00:00,2013-02-28 00:00:00,0
363,2013-01-01,19:43:58,BGO,AMS,2,2013-03-28 00:00:00,2013-04-01 00:00:00,0
364,2013-01-01,23:24:10,BOS,MIL,2,2013-06-27 00:00:00,2013-07-07 00:00:00,0
365,2013-01-01,22:40:55,DFW,BCN,2,2013-07-30 00:00:00,2013-08-10 00:00:00,0
366,2013-01-01,21:39:24,BCN,SIN,2,2013-01-10 00:00:00,2013-01-14 00:00:00,0
367,2013-01-01,06:21:39,ROM,JFK,1,2013-05-13 00:00:00,,0
368,2013-01-01,23:22:31,FRA,FAO,2,2013-07-20 00:00:00,2013-07-27 00:00:00,0
369,2013-01-01,03:38:06,SAT,YTO,2,2013-06-01 00:00:00,2013-06-09 00:00:00,0
370,2013-01-01,03:28:41,MCO,BLR,2,2013-01-25 00:00:00,2013-03-12 00:00:00,0
371,2013-01-01,16:35:02,HNL,LIH,2,2013-02-04 00:00:00,2013-02-11 00:00:00,0
372,2013-01-01,04:19:44,LAX,MEL,1,2013-12-14 00:00:00,,0
373,2013-01-01,21:03:08,BOS,FCO,2,2013-01-17 00:00:00,2013-01-24 00:00:00,0
374,2013-01-01,16:41:24,BKK,LON,1,2013-01-05 00:00:00,,0
375,2013-01-01,09:24:45,ORY,MAD,3,2013-04-02 00:00:00,2013-04-03 00:00:00,0
376,2013-01-01,16:36:47,CPH,OPO,2,2013-09-08 00:00:00,2013-09-15 00:00:00,0
377,2013-01-01,19:34:34,DAY,BIL,2,2013-06-03 00:00:00,2013-06-10 00:00:00,0
378,2013-01-01,18:39:07,NYC,PRG,1,2013-07-05 00:00:00,,0
379,2013-01-01,17:05:06,LED,ROM,2,2013-05-10 00:00:00,2013-05-14 00:00:00,0
380,2013-01-01,13:37:38,STR,HAJ,1,2013-01-16 00:00:00,,0
381,2013-01-01,01:26:59,NRT,LAX,2,2013-01-16 00:00:00,2013-02-28 00:00:00,0
382,2013-01-01,21:44:19,BOD,PAR,2,2013-01-02 00:00:00,2013-01-02 00:00:00,0
383,2013-01-01,22:03:26,DOK,YTO,2,2013-01-01 00:00:00,2013-01-01 00:00:00,0
384,2013-01-01,21:46:45,MOW,NCE,2,2013-01-07 00:00:00,2013-01-10 00:00:00,0
385,2013-01-01,16:05:37,MUC,CDG,2,2013-01-06 00:00:00,2013-01-12 00:00:00,0
386,2013-01-01,20:53:47,LAX,TLV,2,2013-04-09 00:00:00,2013-04-30 00:00:00,0
387,2013-01-01,22:13:39,LON,DEL,1,2013-01-30 00:00:00,,0
388,2013-01-01,21:48:35,GDL,ONT,1,2013-01-11 00:00:00,,0
389,2013-01-01,18:50:31,FLL,MSY,2,2013-01-09 00:00:00,2013-01-09 00:00:00,0
390,2013-01-01,09:48:20,RUH,MED,1,2013-01-02 00:00:00,,0
391,2013-01-01,19:24:51,YTO,CLE,2,2013-02-06 00:00:00,2013-02-12 00:00:00,0
392,2013-01-01,23:47:02,LTN,KLX,2,2013-08-09 00:00:00,2013-08-16 00:00:00,0
393,2013-01-01,13:57:27,CID,LAS,2,2013-03-28 00:00:00,2013-04-01 00:00:00,0
394,2013-01-01,19:20:10,PAR,TYO,1,2013-01-08 00:00:00,,0
395,2013-01-01,07:26:17,SYD,HAN,2,2013-06-29 00:00:00,2013-07-13 00:00:00,0
396,2013-01-01,13:12:23,OSL,ROM,2,2013-02-15 00:00:00,2013-02-19 00:00:00,0
397,2013-01-01,18:26:22,SYD,ORD,1,2013-02-05 00:00:00,,0
398,2013-01-01,15:07:25,DUS,IST,1,2013-05-09 00:00:00,,0
399,2013-01-01,14:18:30,WAW,FCO,4,2013-02-08 00:00:00,2013-02-08 00:00:00,0
400,2013-01-01,20:29:44,BRU,SDQ,2,2013-01-07 00:00:00,2013-01-21 00:00:00,0
401,2013-01-01,22:10:29,YUL,SDV,2,2013-01-02 00:00:00,2013-01-10 00:00:00,0
402,2013-01-01,10:28:38,BRE,HKT,2,2013-01-23 00:00:00,2013-02-21 00:00:00,0
403,2013-01-01,23:34:51,MIA,CDG,2,2013-06-30 00:00:00,2013-07-30 00:00:00,0
404,2013-01-01,23:17:02,NUE,PMI,2,2013-09-07 00:00:00,2013-09-18 00:00:00,0
405,2013-01-01,22:04:52,FRA,HAM,1,2013-06-08 00:00:00,,0
406,2013-01-01,07:03:29,PAR,MAD,2,2013-02-26 00:00:00,2013-03-05 00:00:00,0
407,2013-01-01,02:13:17,SSA,AJU,2,2013-03-29 00:00:00,2013-03-31 00:00:00,0
408,2013-01-01,17:21:28,BHZ,RIO,2,2013-03-15 00:00:00,2013-03-17 00:00:00,0
409,2013-01-01,12:46:50,LHR,SYD,3,2013-01-31 00:00:00,2013-02-07 00:00:00,0
410,2013-01-01,05:51:47,CPT,FRA,1,2013-01-02 00:00:00,,0
411,2013-01-01,15:25:02,LCY,AMS,2,2013-01-25 00:00:00,2013-01-27 00:00:00,0
412,2013-01-01,15:16:23,MRS,SYD,1,2013-02-01 00:00:00,,0
413,2013-01-01,16:54:18,OSL,TRD,1,2013-01-03 00:00:00,,0
414,2013-01-01,16:37:27,DUS,RSW,2,2013-10-21 00:00:00,2013-11-01 00:00:00,0
415,2013-01-01,15:03:02,AMS,LAS,2,2013-07-11 00:00:00,2013-08-02 00:00:00,0
416,2013-01-01,18:51:06,FRA,BOG,2,2013-05-09 00:00:00,2013-05-30 00:00:00,0
417,2013-01-01,18:02:00,SNN,LAS,2,2013-01-26 00:00:00,2013-02-02 00:00:00,0
418,2013-01-01,14:41:36,AAL,LYS,2,2013-02-07 00:00:00,2013-02-10 00:00:00,0
419,2013-01-01,20:19:36,BHD,BNE,1,2013-01-05 00:00:00,,0
420,2013-01-01,19:04:47,LUX,ZAD,2,2013-07-20 00:00:00,2013-07-27 00:00:00,0
421,2013-01-01,19:18:58,FRA,LIN,1,2013-01-05 00:00:00,,0
422,2013-01-01,20:16:03,SVJ,BOO,2,2013-01-23 00:00:00,2013-01-23 00:00:00,0
423,2013-01-01,19:42:45,BCN,FRA,1,2013-06-05 00:00:00,,0
424,2013-01-01,07:03:25,XQE,XSP,2,2013-07-19 00:00:00,2013-08-02 00:00:00,0
425,2013-01-01,23:31:44,BRU,BOD,1,2013-01-09 00:00:00,,0
426,2013-01-01,22:56:44,JFK,STI,2,2013-07-01 00:00:00,2013-07-19 00:00:00,0
427,2013-01-01,13:24:49,BCN,FMM,2,2013-01-06 00:00:00,2013-01-06 00:00:00,0
428,2013-01-01,04:32:03,MOW,IEV,2,2013-03-22 00:00:00,2013-03-29 00:00:00,0
429,2013-01-01,02:08:25,JED,RUH,1,2013-01-09 00:00:00,,0
430,2013-01-01,14:39:50,ABT,JED,1,2013-01-16 00:00:00,,0
431,2013-01-01,13:07:59,HAJ,VIE,1,2013-01-03 00:00:00,,0
432,2013-01-01,12:55:53,RUH,JED,1,2013-01-14 00:00:00,,0
433,2013-01-01,23:11:53,MXP,HND,2,2013-08-09 00:00:00,2013-08-16 00:00:00,0
434,2013-01-01,12:32:53,HHN,NYC,2,2013-03-08 00:00:00,2013-03-17 00:00:00,0
435,2013-01-01,20:27:06,BNE,LHR,1,2013-11-22 00:00:00,,0
436,2013-01-01,14:22:51,SIN,MAA,1,2013-01-12 00:00:00,,0
437,2013-01-01,18:57:06,AKL,DRW,1,2013-01-12 00:00:00,,0
438,2013-01-01,04:33:04,LAX,MEX,2,2013-01-17 00:00:00,2013-01-27 00:00:00,0
439,2013-01-01,13:18:37,MOW,TAS,1,2013-01-12 00:00:00,,0
440,2013-01-01,17:54:13,LON,DLM,2,2013-05-24 00:00:00,2013-06-02 00:00:00,0
441,2013-01-01,17:12:47,MCO,YYG,1,2013-03-10 00:00:00,,0
442,2013-01-01,03:21:54,IND,NYC,1,2013-01-20 00:00:00,,0
443,2013-01-01,20:45:38,LHR,MJV,2,2013-01-31 00:00:00,2013-02-28 00:00:00,0
444,2013-01-01,12:58:11,ATH,SKG,1,2013-01-04 00:00:00,,0
445,2013-01-01,04:17:24,YLW,PVR,2,2013-02-04 00:00:00,2013-02-10 00:00:00,0
446,2013-01-01,12:43:33,BHX,VCE,2,2013-02-15 00:00:00,2013-02-17 00:00:00,0
447,2013-01-01,20:08:07,MHK,ALG,1,2013-01-21 00:00:00,,0
448,2013-01-01,18:33:20,BLR,SIN,2,2013-01-05 00:00:00,2013-01-16 00:00:00,0
449,2013-01-01,14:58:29,FRA,VIE,2,2013-08-05 00:00:00,2013-08-12 00:00:00,0
450,2013-01-01,22:38:49,LAX,MXP,2,2013-06-23 00:00:00,2013-07-31 00:00:00,0
451,2013-01-01,17:28:44,ARN,INN,2,2013-03-16 00:00:00,2013-03-23 00:00:00,0
452,2013-01-01,18:08:16,AJF,RUH,1,2013-01-02 00:00:00,,0
453,2013-01-01,00:09:20,LHR,NYC,2,2013-01-18 00:00:00,2013-01-20 00:00:00,0
454,2013-01-01,16:33:58,MEL,SYD,2,2013-01-02 00:00:00,2013-01-09 00:00:00,0
455,2013-01-01,02:52:55,DFW,MEX,2,2013-05-15 00:00:00,2013-05-24 00:00:00,0
456,2013-01-01,21:22:45,BKK,KUL,2,2013-01-26 00:00:00,2013-02-02 00:00:00,0
457,2013-01-01,19:55:54,ABE,FLL,2,2013-03-27 00:00:00,2013-04-01 00:00:00,0
458,2013-01-01,12:43:44,DUS,AGP,1,2013-08-31 00:00:00,,0
459,2013-01-01,14:15:25,CHI,DEL,1,2013-01-15 00:00:00,,0
460,2013-01-01,12:04:42,ZRH,RSW,1,2013-05-02 00:00:00,,0
461,2013-01-01,19:27:09,PAR,MPL,2,2013-01-03 00:00:00,2013-01-06 00:00:00,0
462,2013-01-01,22:27:45,CAE,NYC,2,,,0
463,2013-01-01,01:28:20,IST,VCE,1,2013-05-08 00:00:00,,0
464,2013-01-01,11:19:44,FRA,SAN,2,2013-08-11 00:00:00,2013-08-31 00:00:00,0
465,2013-01-01,00:11:42,PIK,XCR,2,2013-01-08 00:00:00,2013-01-15 00:00:00,0
466,2013-01-01,19:44:58,KUL,SYD,4,2013-02-22 00:00:00,2013-02-23 00:00:00,0
467,2013-01-01,21:06:48,OSL,CUZ,2,2013-06-10 00:00:00,2013-06-24 00:00:00,0
468,2013-01-01,07:14:47,ORL,DAC,2,2013-03-11 00:00:00,2013-06-18 00:00:00,0
469,2013-01-01,21:53:32,LHR,JFK,2,2013-05-20 00:00:00,2013-05-24 00:00:00,0
470,2013-01-01,16:38:24,FRA,NYC,2,2013-05-13 00:00:00,2013-06-03 00:00:00,0
471,2013-01-01,11:58:22,LYS,NOU,2,2013-01-12 00:00:00,2013-01-19 00:00:00,0
472,2013-01-01,23:52:13,MIA,MGA,2,2013-01-28 00:00:00,2013-02-03 00:00:00,0
473,2013-01-01,22:18:26,ATL,CDG,2,2013-05-24 00:00:00,2013-06-01 00:00:00,0
474,2013-01-01,16:28:39,DFW,HNL,2,2013-03-28 00:00:00,2013-03-28 00:00:00,0
475,2013-01-01,00:03:11,TLV,JFK,1,2013-01-11 00:00:00,,0
476,2013-01-01,23:41:26,JAX,DEL,2,2013-02-27 00:00:00,2013-04-09 00:00:00,0
477,2013-01-01,09:43:14,LYS,CAS,2,2013-04-15 00:00:00,2013-04-29 00:00:00,0
478,2013-01-01,14:47:50,RKE,BKK,2,2013-01-06 00:00:00,2013-02-13 00:00:00,0
479,2013-01-01,14:27:46,SAO,PAR,2,2013-04-10 00:00:00,2013-04-17 00:00:00,0
480,2013-01-01,20:02:42,MUC,USM,2,2013-02-15 00:00:00,2013-03-07 00:00:00,0
481,2013-01-01,04:32:46,MAH,BCN,2,2013-02-03 00:00:00,2013-02-09 00:00:00,0
482,2013-01-01,02:06:25,OSL,DEL,2,2013-01-24 00:00:00,2013-01-31 00:00:00,0
483,2013-01-01,15:40:40,BKK,ZRH,2,2013-01-15 00:00:00,2013-01-22 00:00:00,0
484,2013-01-01,11:04:49,PRG,BOM,2,2013-01-09 00:00:00,2013-02-20 00:00:00,0
485,2013-01-01,00:20:07,DTW,PAR,2,2013-01-20 00:00:00,2013-01-27 00:00:00,0
486,2013-01-01,23:46:14,FRA,NPL,2,2013-03-01 00:00:00,2013-03-10 00:00:00,0
487,2013-01-01,04:06:42,VLC,SVQ,1,2013-02-14 00:00:00,,0
488,2013-01-01,12:44:23,GRR,BKK,1,2013-11-11 00:00:00,,0
489,2013-01-01,20:27:32,CHI,LAS,2,2013-03-07 00:00:00,2013-03-11 00:00:00,0
490,2013-01-01,14:42:34,STO,NYC,2,2013-02-12 00:00:00,2013-02-17 00:00:00,0
491,2013-01-01,16:11:18,DSM,MCO,2,2013-02-20 00:00:00,2013-02-27 00:00:00,0
492,2013-01-01,19:44:02,HAJ,CDG,2,2013-10-04 00:00:00,2013-10-08 00:00:00,0
493,2013-01-01,13:18:56,MAD,BUH,2,2013-07-15 00:00:00,2013-08-20 00:00:00,0
494,2013-01-01,15:07:42,TCI,MIL,1,2013-01-06 00:00:00,,0
495,2013-01-01,03:41:34,MCO,BKK,2,2013-01-13 00:00:00,2013-01-23 00:00:00,0
496,2013-01-01,21:36:51,YYZ,LHE,2,2013-02-12 00:00:00,2013-02-24 00:00:00,0
497,2013-01-01,15:34:41,LHR,LAS,1,2013-04-06 00:00:00,,0
498,2013-01-01,09:05:02,FRA,BOS,2,2013-05-03 00:00:00,2013-05-04 00:00:00,0
499,2013-01-01,03:38:05,LAX,JFK,1,2013-07-21 00:00:00,,0
500,2013-01-01,17:47:05,MUC,BCN,2,2013-01-04 00:00:00,2013-01-06 00:00:00,0
501,2013-01-01,22:17:43,RAK,LYS,1,2013-02-14 00:00:00,,0
502,2013-01-01,02:19:49,CHI,FMY,2,2013-02-14 00:00:00,2013-02-17 00:00:00,0
503,2013-01-01,21:07:33,LHR,ORD,2,2013-05-17 00:00:00,2013-05-20 00:00:00,0
504,2013-01-01,08:10:28,BLQ,BRI,2,2013-01-04 00:00:00,2013-01-07 00:00:00,0
505,2013-01-01,20:38:20,NYC,IST,2,2013-08-10 00:00:00,2013-08-24 00:00:00,0
506,2013-01-01,10:53:09,TCI,CGN,1,2013-03-24 00:00:00,,0
507,2013-01-01,12:36:19,DUS,ALC,1,2013-07-02 00:00:00,,0
508,2013-01-01,14:23:55,BDS,BLQ,2,2013-01-17 00:00:00,2013-01-20 00:00:00,0
509,2013-01-01,09:50:42,TLV,MAD,2,2013-01-04 00:00:00,2013-01-08 00:00:00,0
510,2013-01-01,20:26:13,SFO,TBZ,2,2013-01-16 00:00:00,2013-01-30 00:00:00,0
511,2013-01-01,23:30:07,CDG,AUH,3,2013-02-27 00:00:00,2013-02-28 00:00:00,0
512,2013-01-01,20:12:50,TLV,LON,2,2013-01-08 00:00:00,2013-01-08 00:00:00,0
513,2013-01-01,17:21:19,HYD,SFO,2,2013-05-09 00:00:00,2013-08-12 00:00:00,0
514,2013-01-01,04:48:26,CGB,UDI,1,2013-01-08 00:00:00,,0
515,2013-01-01,12:40:32,DEN,YQX,2,2013-01-22 00:00:00,2013-01-29 00:00:00,0
516,2013-01-01,16:26:26,FRA,MLE,2,2013-05-20 00:00:00,2013-05-27 00:00:00,0
517,2013-01-01,23:56:52,ORY,LHR,3,2013-03-08 00:00:00,2013-03-08 00:00:00,0
518,2013-01-01,14:10:23,FRA,HKG,2,2013-01-01 00:00:00,2013-01-07 00:00:00,0
519,2013-01-01,17:16:17,CLE,PAR,2,2013-06-15 00:00:00,2013-06-30 00:00:00,0
520,2013-01-01,11:25:30,WAW,ZRH,1,2013-03-14 00:00:00,,0
521,2013-01-01,16:53:49,MUC,BKK,2,2013-08-19 00:00:00,2013-09-03 00:00:00,0
522,2013-01-01,15:27:28,KWI,CMB,2,2013-01-19 00:00:00,2013-02-02 00:00:00,0
523,2013-01-01,15:52:23,GIZ,JED,1,2013-01-23 00:00:00,,0
524,2013-01-01,02:03:18,DEL,CCU,1,2013-01-01 00:00:00,,0
525,2013-01-01,11:10:01,BCN,LCG,2,2013-01-18 00:00:00,2013-01-22 00:00:00,0
526,2013-01-01,23:46:33,SJO,JFK,1,2013-02-24 00:00:00,,0
527,2013-01-01,16:47:43,ALF,TOS,2,2013-01-02 00:00:00,2013-01-02 00:00:00,0
528,2013-01-01,22:04:43,STN,BER,1,2013-01-14 00:00:00,,0
529,2013-01-01,14:27:03,MUC,TLV,2,2013-03-18 00:00:00,2013-03-24 00:00:00,0
530,2013-01-01,23:32:20,BOM,DEL,2,2013-02-02 00:00:00,2013-02-05 00:00:00,0
531,2013-01-01,17:28:33,DTW,MBJ,2,2013-01-10 00:00:00,2013-01-14 00:00:00,0
532,2013-01-01,09:08:35,BAH,TYO,2,2013-03-06 00:00:00,2013-03-27 00:00:00,0
533,2013-01-01,00:14:59,FRA,BKK,2,2013-02-17 00:00:00,2013-03-26 00:00:00,0
534,2013-01-01,15:12:15,AKL,FRA,1,2013-02-27 00:00:00,,0
535,2013-01-01,14:03:16,ALC,BGO,1,2013-04-03 00:00:00,,0
536,2013-01-01,14:44:47,RPR,BBI,1,2013-01-06 00:00:00,,0
537,2013-01-01,20:13:32,LHR,ORL,2,2013-07-29 00:00:00,2013-08-19 00:00:00,0
538,2013-01-01,18:47:22,DAR,MNL,2,2013-03-28 00:00:00,2013-04-13 00:00:00,0
539,2013-01-01,21:57:31,BCN,FCO,1,2013-05-22 00:00:00,,0
540,2013-01-01,04:24:09,GAU,MAA,1,2013-04-12 00:00:00,,0
541,2013-01-01,20:45:33,HAM,BCN,2,2013-04-19 00:00:00,2013-04-21 00:00:00,0
542,2013-01-01,15:57:37,BIO,FUE,1,2013-02-16 00:00:00,,0
543,2013-01-01,04:54:55,MOW,VVO,1,2013-08-19 00:00:00,,0
544,2013-01-01,21:45:43,JFK,LON,1,2013-06-19 00:00:00,,0
545,2013-01-01,22:45:27,BOS,ORK,2,2013-07-11 00:00:00,2013-08-01 00:00:00,0
546,2013-01-01,15:41:25,BER,LED,2,2013-01-04 00:00:00,2013-01-06 00:00:00,0
547,2013-01-01,11:19:57,LHR,EWR,2,2013-02-02 00:00:00,2013-02-07 00:00:00,0
548,2013-01-01,13:50:54,DXB,PER,1,2013-01-01 00:00:00,,0
549,2013-01-01,21:18:16,PAR,CPH,2,2013-03-21 00:00:00,2013-03-24 00:00:00,0
550,2013-01-01,20:29:18,PAR,PPT,2,2013-01-08 00:00:00,2013-01-15 00:00:00,0
551,2013-01-01,19:09:49,SAN,IKA,2,2013-07-10 00:00:00,2013-07-24 00:00:00,0
552,2013-01-01,10:09:29,SMR,MDE,4,2013-03-16 00:00:00,2013-03-16 00:00:00,0
553,2013-01-01,22:16:13,PDX,KOA,2,2013-05-29 00:00:00,2013-06-05 00:00:00,0
554,2013-01-01,07:00:34,MAN,ROM,2,2013-01-07 00:00:00,2013-01-10 00:00:00,0
555,2013-01-01,17:10:03,AMS,LON,2,2013-11-15 00:00:00,2013-11-21 00:00:00,0
556,2013-01-01,19:13:49,JFK,CPT,2,2013-02-10 00:00:00,2013-02-17 00:00:00,0
557,2013-01-01,10:30:10,FRA,MOW,2,2013-03-29 00:00:00,2013-04-01 00:00:00,0
558,2013-01-01,20:47:29,PMI,BER,1,2013-07-31 00:00:00,,0
559,2013-01-01,00:07:55,ICN,PRG,2,2013-09-01 00:00:00,2013-09-04 00:00:00,0
560,2013-01-01,04:48:56,JFK,ICN,2,2013-08-01 00:00:00,2013-08-31 00:00:00,0
561,2013-01-01,05:12:24,TLV,BOM,2,2013-04-01 00:00:00,2013-10-01 00:00:00,0
562,2013-01-01,18:27:14,OSL,GZP,2,2013-07-22 00:00:00,2013-08-05 00:00:00,0
